State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn_binary,Total_charge,Avg_Day_Call_Duration,Avg_Eve_Call_Duration,Avg_Night_Call_Duration,Avg_Intl_Call_Duration,Cust_Serv_Call_Rate,TotalServices,EngagementScore,CS_Calls_x_DayCharge,IntlPlan_x_IntlMins,IsNewCustomer,IsPremium,Total_Minutes,Day_Min_Per_Call,Intl_Plan_Bin,Critical_Intl_Interaction,Log_Total_Minutes,Account_Length_Sq
ME,148,408,No,Yes,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,False,0,65.46000000000001,2.8773809523809524,1.973809523809524,2.0075,3.766666666666667,0.006756756756756757,2,296,41.09,0.0,0,1,579.4,2.8773806098356416,0,0,6.363717521010033,21904
MD,83,510,No,No,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,False,0,43.44,1.1157142857142857,2.0808695652173914,1.2892857142857144,3.075,0.012048192771084338,1,83,13.28,0.0,0,0,474.09999999999997,1.1157141263265533,0,0,6.163525308192876,6889
NC,73,408,No,No,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,False,0,56.64,1.976842105263158,1.0433566433566432,1.7823008849557522,2.75,0.0273972602739726,1,73,63.86,0.0,0,0,549.4,1.9768418971745372,0,0,6.310645286619134,5329
SC,111,415,No,Yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,False,0,50.44,1.352127659574468,1.9681034482758621,1.5435185185185185,2.3666666666666667,0.009009009009009009,2,222,21.61,0.0,0,0,529.1999999999999,1.3521275157311152,0,0,6.273254293854925,12321
LA,75,510,Yes,No,0,153.2,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1,False,0,52.980000000000004,1.964102564102564,2.1292929292929292,1.535,2.6,0.013333333333333334,2,150,26.04,7.8,0,0,525.3,1.964102312294575,1,1,6.265871392359733,5625
IL,71,510,Yes,No,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,True,1,61.53999999999999,1.632456140350877,1.4185714285714286,2.58125,2.7600000000000002,0.056338028169014086,2,142,126.56,13.8,0,0,605.0,1.6324559971529826,1,4,6.406879986069314,5041
IN,58,415,No,Yes,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,False,0,69.35000000000001,1.7645669291338582,2.8094117647058825,2.025581395348837,1.6428571428571428,0.034482758620689655,2,116,76.2,0.0,0,1,648.5999999999999,1.7645667901915911,0,0,6.476356788847468,3364
OK,172,408,No,No,0,203.9,109,34.66,234.0,123,19.89,160.7,65,7.23,17.8,4,4.81,4,False,0,66.59,1.8706422018348625,1.9024390243902438,2.4723076923076923,4.45,0.023255813953488372,1,172,138.64,0.0,0,0,616.3999999999999,1.8706420302163276,0,0,6.425517112068059,29584
IA,45,415,No,No,0,211.3,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,False,0,65.56,2.428735632183908,1.7082474226804123,3.693055555555555,2.216666666666667,0.022222222222222223,1,45,35.92,0.0,0,0,656.1999999999999,2.428735353018925,0,0,6.487988386163113,2025
VT,100,408,Yes,No,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,False,0,71.21,1.9589285714285716,2.2127450980392154,2.6873684210526316,3.0,0.04,2,200,149.2,12.0,0,1,712.4000000000001,1.9589283965242503,1,4,6.570042272924791,10000
NY,94,415,No,No,0,190.4,91,32.37,92.0,107,7.82,224.8,108,10.12,13.6,17,3.67,2,False,0,53.98,2.0923076923076924,0.8598130841121495,2.0814814814814815,0.7999999999999999,0.02127659574468085,1,94,64.74,0.0,0,0,520.8,2.092307462383795,0,0,6.257284372702628,8836
LA,128,415,No,No,0,147.7,94,25.11,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2,False,0,59.519999999999996,1.5712765957446808,3.4132530120481928,1.5185483870967742,1.3800000000000001,0.015625,1,128,50.22,0.0,0,0,626.1999999999999,1.5712764285876137,0,0,6.441265469036198,16384
SC,181,408,No,No,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,False,0,66.99,1.7684615384615385,1.5526881720430108,2.3854545454545453,3.55,0.011049723756906077,1,181,78.16,0.0,0,1,650.9000000000001,1.7684614024260459,0,0,6.479891175930494,32761
ID,127,408,No,No,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10.0,5,2.7,1,False,0,41.0,0.803125,1.5126315789473683,1.97319587628866,2.0,0.007874015748031496,1,127,17.48,0.0,0,0,447.9,0.8031249372558642,0,0,6.106800145787886,16129
MO,89,415,No,No,0,178.7,81,30.38,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1,False,0,58.63999999999999,2.2061728395061726,3.158108108108108,1.0991666666666666,2.275,0.011235955056179775,1,89,30.38,0.0,0,0,553.4,2.206172567139189,0,0,6.3178864478756935,7921
ME,149,415,No,Yes,18,148.5,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,0,False,0,44.76,1.400943396226415,1.080188679245283,1.819387755102041,1.625,0.0,2,298,0.0,0.0,0,0,447.8,1.4009432640619561,0,0,6.106577354208486,22201
MS,103,510,No,Yes,29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,False,0,59.74999999999999,1.4783783783783784,2.2822916666666666,2.039814814814815,1.3666666666666667,0.0,2,206,0.0,0.0,0,0,615.8,1.478378245191149,0,0,6.4245448222491195,10609
SD,163,415,Yes,No,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,False,0,61.150000000000006,2.191111111111111,1.668141592920354,2.2457446808510637,0.975,0.006134969325153374,2,326,33.52,7.8,0,0,604.5999999999999,2.191110867654348,1,1,6.406219702123239,26569
OK,52,415,No,No,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,False,0,58.559999999999995,0.9534351145038168,2.5466101694915255,1.8160377358490567,2.9,0.038461538461538464,1,52,42.46,0.0,0,0,629.5,0.9534350417225159,0,0,6.446513155404975,2704
WY,89,415,No,No,0,115.4,99,19.62,209.9,115,17.84,280.9,112,12.64,15.9,6,4.29,3,False,0,54.39,1.1656565656565656,1.825217391304348,2.508035714285714,2.65,0.033707865168539325,1,89,58.86,0.0,0,0,622.1,1.16565644791349,0,0,6.434707019550176,7921
GA,122,510,Yes,No,0,140.0,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,True,1,48.51,1.386138613861386,2.550649350649351,0.9030075187969925,2.425,0.03278688524590164,2,244,95.2,9.7,0,0,466.2,1.3861384766199527,1,4,6.146757431514017,14884
MD,62,408,No,No,0,321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4,True,1,88.39,3.0580952380952384,2.1762295081967213,2.5069444444444446,5.75,0.06451612903225806,1,62,218.36,0.0,0,1,778.6,3.0580949468481005,0,0,6.6587809676334055,3844
IN,117,415,No,No,0,118.4,126,20.13,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5,True,1,55.21,0.9396825396825397,2.5701030927835053,4.053571428571429,4.533333333333333,0.042735042735042736,1,117,100.64999999999999,0.0,0,0,608.3000000000001,0.9396824651045663,0,0,6.412310757254449,13689
OH,78,408,No,No,0,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2,False,0,56.279999999999994,1.9535353535353537,1.3284090909090909,2.2321100917431194,2.325,0.02564102564102564,1,78,65.76,0.0,0,0,562.9,1.95353515620857,0,0,6.334876930813136,6084
OH,96,415,No,No,0,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1,False,0,54.39999999999999,0.8328125,3.2735632183908048,1.9445652173913044,2.1285714285714286,0.010416666666666666,1,96,18.12,0.0,0,0,585.1999999999999,0.8328124349365285,0,0,6.373661028276792,9216
SC,79,415,No,No,0,134.7,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2,False,0,52.169999999999995,1.3744897959183673,2.789705882352941,1.7296875,2.3600000000000003,0.02531645569620253,1,79,45.8,0.0,0,0,557.5999999999999,1.3744896556643207,0,0,6.325433653511076,6241
AZ,192,415,No,Yes,36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,False,0,60.10000000000001,2.0285714285714285,1.7103174603174602,3.362650602409639,1.6500000000000001,0.010416666666666666,2,384,53.1,0.0,0,0,660.6999999999999,2.0285711651206277,0,0,6.494812281018014,36864
WV,68,415,No,No,0,231.1,57,39.29,153.4,55,13.04,191.3,123,8.61,9.6,4,2.59,3,False,0,63.53,4.054385964912281,2.789090909090909,1.5552845528455286,2.4,0.04411764705882353,1,68,117.87,0.0,0,1,585.4,4.054385253616622,0,0,6.374002150572442,4624
RI,28,510,No,No,0,180.8,109,30.74,288.8,58,24.55,191.9,91,8.64,14.1,6,3.81,2,False,0,67.74,1.6587155963302753,4.979310344827587,2.108791208791209,2.35,0.07142857142857142,1,28,61.48,0.0,0,0,675.6,1.6587154441545464,0,0,6.517080256346608,784
TN,74,415,No,Yes,25,234.4,113,39.85,265.9,82,22.6,241.4,77,10.86,13.7,4,3.7,0,False,0,77.01,2.0743362831858407,3.242682926829268,3.135064935064935,3.425,0.0,2,148,0.0,0.0,0,1,755.4,2.0743360996162745,0,0,6.6285703367843025,5476
LA,117,408,No,No,0,184.5,97,31.37,351.6,80,29.89,215.8,90,9.71,8.7,4,2.35,1,False,0,73.32,1.902061855670103,4.3950000000000005,2.397777777777778,2.175,0.008547008547008548,1,117,31.37,0.0,0,0,760.6000000000001,1.902061659581272,0,0,6.635421483477156,13689
IN,65,415,No,No,0,129.1,137,21.95,228.5,83,19.42,208.8,111,9.4,12.7,6,3.43,4,True,1,54.2,0.9423357664233576,2.753012048192771,1.8810810810810812,2.1166666666666667,0.06153846153846154,1,65,87.8,0.0,0,0,579.1000000000001,0.94233569763973,0,0,6.363200502472019,4225
NY,161,415,No,No,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,True,1,92.29,4.96865671641791,3.2762886597938143,1.2546875,0.6000000000000001,0.024844720496894408,1,161,226.36,0.0,0,1,816.7,4.968655974827466,0,0,6.706495521167931,25921
SC,111,415,No,No,0,110.4,103,18.77,137.3,102,11.67,189.6,105,8.53,7.7,6,2.08,2,False,0,41.05,1.071844660194175,1.3460784313725491,1.8057142857142856,1.2833333333333334,0.018018018018018018,1,111,37.54,0.0,0,0,445.0,1.0718445561315966,0,0,6.100318952020064,12321
HI,49,510,No,No,0,119.3,117,20.28,215.1,109,18.28,178.7,90,8.04,11.1,1,3.0,1,False,0,49.6,1.0196581196581196,1.973394495412844,1.9855555555555555,11.1,0.02040816326530612,1,49,20.28,0.0,0,0,524.1999999999999,1.0196580325078604,0,0,6.263779142428641,2401
AK,36,408,No,Yes,30,146.3,128,24.87,162.5,80,13.81,129.3,109,5.82,14.5,6,3.92,0,False,0,48.42,1.14296875,2.03125,1.186238532110092,2.4166666666666665,0.0,2,72,0.0,0.0,0,0,452.6,1.1429686607055733,0,0,6.117215752413542,1296
MI,65,415,No,No,0,211.3,120,35.92,162.6,122,13.82,134.7,118,6.06,13.2,5,3.56,3,False,0,59.36000000000001,1.7608333333333335,1.3327868852459015,1.1415254237288135,2.6399999999999997,0.046153846153846156,1,65,107.76,0.0,0,0,521.8,1.7608331865972344,0,0,6.259198981750067,4225
ID,119,415,No,No,0,159.1,114,27.05,231.3,117,19.66,143.2,91,6.44,8.8,3,2.38,5,True,1,55.53,1.3956140350877193,1.976923076923077,1.5736263736263736,2.9333333333333336,0.04201680672268908,1,119,135.25,0.0,0,0,542.3999999999999,1.395613912665446,0,0,6.297845696992247,14161
VA,10,408,No,No,0,186.1,112,31.64,190.2,66,16.17,282.8,57,12.73,11.4,6,3.08,2,False,0,63.620000000000005,1.6616071428571428,2.881818181818182,4.96140350877193,1.9000000000000001,0.2,1,10,63.28,0.0,1,0,670.4999999999999,1.6616069944993754,0,0,6.509514015963292,100
WI,68,415,No,No,0,148.8,70,25.3,246.5,164,20.95,129.8,103,5.84,12.1,3,3.27,3,False,0,55.36000000000001,2.125714285714286,1.5030487804878048,1.2601941747572816,4.033333333333333,0.04411764705882353,1,68,75.9,0.0,0,0,537.2,2.12571398204086,0,0,6.2882302382928055,4624
MN,74,510,No,Yes,33,193.7,91,32.93,246.1,96,20.92,138.0,92,6.21,14.6,3,3.94,2,False,0,64.0,2.1285714285714286,2.5635416666666666,1.5,4.866666666666666,0.02702702702702703,2,148,65.86,0.0,0,0,592.4,2.1285711946625057,0,0,6.385868707856721,5476
HI,85,415,No,No,0,235.8,109,40.09,157.2,94,13.36,188.2,99,8.47,12.0,3,3.24,0,False,0,65.16,2.163302752293578,1.6723404255319148,1.9010101010101008,4.0,0.0,1,85,0.0,0.0,0,1,593.2,2.1633025538254538,0,0,6.387215963028507,7225
MN,46,415,No,No,0,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,False,0,60.57,2.973611111111111,1.580769230769231,1.5707964601769913,2.733333333333333,0.043478260869565216,1,46,72.8,0.0,0,0,564.2,2.973610698109625,0,0,6.337179650810373,2116
VT,128,510,No,Yes,29,179.3,104,30.48,225.9,86,19.2,323.0,78,14.54,8.6,7,2.32,0,False,0,66.53999999999999,1.7240384615384616,2.6267441860465115,4.141025641025641,1.2285714285714284,0.0,2,256,0.0,0.0,0,0,736.8000000000001,1.7240382957655485,0,0,6.603672785162575,16384
LA,155,415,No,No,0,203.4,100,34.58,190.9,104,16.23,196.0,119,8.82,8.9,4,2.4,0,True,1,62.03,2.0340000000000003,1.8355769230769232,1.6470588235294117,2.225,0.0,1,155,0.0,0.0,0,0,599.1999999999999,2.0339997966000203,0,0,6.3972629330062665,24025
MT,73,415,No,No,0,160.1,110,27.22,213.3,72,18.13,174.1,72,7.83,13.0,4,3.51,0,False,0,56.68999999999999,1.4554545454545453,2.9625000000000004,2.4180555555555556,3.25,0.0,1,73,0.0,0.0,0,0,560.5,1.4554544131405078,0,0,6.3306117741784975,5329
ID,77,415,No,No,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,True,1,75.32000000000001,3.4972222222222222,1.6325396825396825,2.5247706422018346,1.4000000000000001,0.025974025974025976,1,77,85.62,0.0,0,1,742.5,3.497221736496981,0,0,6.61136876590021,5929
MA,108,415,No,No,0,178.3,137,30.31,189.0,76,16.07,129.1,102,5.81,14.6,5,3.94,0,False,0,56.129999999999995,1.3014598540145985,2.486842105263158,1.2656862745098039,2.92,0.0,1,108,0.0,0.0,0,0,511.0,1.3014597590175359,0,0,6.238324625039508,11664
KY,95,408,No,No,0,135.0,99,22.95,183.6,106,15.61,245.3,102,11.04,12.5,9,3.38,1,False,0,52.980000000000004,1.3636363636363635,1.732075471698113,2.4049019607843136,1.3888888888888888,0.010526315789473684,1,95,22.95,0.0,0,0,576.4000000000001,1.3636362258953307,0,0,6.358535267228834,9025
MI,36,510,No,Yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,False,0,75.88000000000001,2.7588235294117647,2.6605263157894736,1.6566371681415928,1.5,0.05555555555555555,2,72,95.68,0.0,0,1,679.8,2.7588232589388957,0,0,6.523268577259164,1296
CO,141,415,No,Yes,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,False,0,49.0,1.632967032967033,1.3515463917525772,1.5450704225352112,10.1,0.0070921985815602835,2,282,25.26,0.0,0,0,509.20000000000005,1.6329668535201258,0,0,6.234802805707711,19881
AZ,63,415,No,No,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,False,0,36.48,0.4712,2.8745762711864407,2.4022727272727273,3.1333333333333333,0.015873015873015872,1,63,10.01,0.0,0,0,449.29999999999995,0.471199962304003,0,0,6.109914027307526,3969
ID,97,408,No,No,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,False,0,67.83,1.9184,1.9351351351351351,1.769135802469136,1.7399999999999998,0.020618556701030927,1,97,81.54,0.0,0,1,606.6000000000001,1.9183998465280123,0,0,6.409516770721618,9409
CA,75,408,No,No,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,False,0,54.919999999999995,1.3304,1.83953488372093,3.2087499999999998,1.22,0.013333333333333334,1,75,28.27,0.0,0,0,587.3000000000001,1.3303998935680086,0,0,6.37723702187041,5625
WA,127,408,No,No,0,146.7,91,24.94,203.5,78,17.3,203.4,110,9.15,13.7,3,3.7,1,False,0,55.09,1.612087912087912,2.608974358974359,1.8490909090909091,4.566666666666666,0.007874015748031496,1,127,24.94,0.0,0,0,567.3000000000001,1.6120877349354135,0,0,6.342649448303076,16129
LA,121,408,No,No,0,181.5,121,30.86,218.4,98,18.56,161.6,103,7.27,8.5,5,2.3,1,False,0,58.989999999999995,1.5,2.2285714285714286,1.5689320388349515,1.7,0.008264462809917356,1,121,30.86,0.0,0,0,570.0,1.499999876033068,0,0,6.3473892096560105,14641
NE,117,415,No,No,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,False,0,51.239999999999995,0.8638655462184873,2.2714285714285714,2.8476190476190477,1.4428571428571428,0.008547008547008548,1,117,17.48,0.0,0,0,618.6,0.8638654736247501,0,0,6.429074108542713,13689
OH,65,408,No,No,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,False,0,57.60000000000001,1.6198275862068967,1.3470085470085469,2.6430232558139535,1.25,0.015384615384615385,1,65,31.94,0.0,0,0,580.3,1.6198274465665994,0,0,6.365266974707305,4225
MO,6,510,No,No,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,False,0,63.82,1.5692307692307692,3.5652777777777778,2.260759493670886,5.1,0.16666666666666666,1,6,31.21,0.0,1,0,629.1,1.5692306351084926,0,0,6.44587853694801,36
AL,32,510,No,No,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,False,0,63.81,2.6540229885057474,2.082222222222222,2.9056603773584904,3.15,0.0,1,32,0.0,0.0,0,1,578.5999999999999,2.6540226834456684,0,0,6.362338210446527,1024
NH,64,408,No,Yes,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,False,0,55.650000000000006,2.001098901098901,1.7316326530612243,1.9151162790697673,2.12,0.03125,2,128,61.92,0.0,0,0,527.1,2.001098681197947,0,0,6.269285659712888,4096
NM,25,415,No,No,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,False,0,53.2,1.3712643678160918,2.094059405940594,3.1267441860465115,2.625,0.12,1,25,60.84,0.0,0,0,610.2,1.371264210199516,0,0,6.415424237852311,625
OR,65,415,No,No,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,False,0,47.09,1.3425287356321838,1.9236559139784948,1.216,7.05,0.015384615384615385,1,65,19.86,0.0,0,0,492.20000000000005,1.3425285813185537,0,0,6.200914771290189,4225
MI,127,415,No,No,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,False,0,65.75,1.962135922330097,2.667441860465116,1.727433628318584,3.8333333333333335,0.015748031496062992,1,127,68.72,0.0,0,0,638.2,1.9621357318314823,0,0,6.460217394452065,16129
AZ,93,415,No,No,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,False,0,72.09,3.8253521126760566,2.1240740740740742,0.6388429752066116,3.6333333333333333,0.021505376344086023,1,93,92.34,0.0,0,1,589.1999999999999,3.8253515738941446,0,0,6.380461462508839,8649
TX,208,510,No,No,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,True,1,81.57000000000001,4.873134328358209,1.5601769911504426,1.7813725490196077,1.7833333333333332,0.009615384615384616,1,208,111.02,0.0,0,1,695.2,4.873133601024835,0,0,6.545636975377339,43264
IN,122,415,No,No,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,False,0,60.370000000000005,2.4877551020408166,1.1652777777777779,2.1404761904761904,1.7125,0.01639344262295082,1,122,82.9,0.0,0,1,521.2,2.4877548481882807,0,0,6.258050656265029,14884
LA,99,415,No,No,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,False,0,65.82,3.348611111111111,1.5877551020408163,1.7266055045871558,1.16,0.010101010101010102,1,99,40.99,0.0,0,1,596.5,3.348610646026299,0,0,6.392754283805666,9801
MS,65,415,No,No,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,False,0,57.44,1.2151785714285714,2.842708333333333,2.1173076923076923,2.2,0.015384615384615385,1,65,23.14,0.0,0,0,633.6,1.2151784629304943,0,0,6.452994879149095,4225
IN,65,415,No,No,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,False,0,68.19000000000001,1.9225225225225226,2.49468085106383,2.033333333333333,0.675,0.015384615384615385,1,65,36.28,0.0,0,0,700.7,1.922522349322311,0,0,6.553505962258243,4225
KY,45,415,No,Yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,False,0,70.6,2.3404761904761906,3.404347826086956,1.512037037037037,3.966666666666667,0.0,2,90,0.0,0.0,0,0,684.9999999999999,2.3404759118481056,0,0,6.530877627725885,2025
MN,139,510,No,No,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,True,1,52.27,1.267924528301887,2.156122448979592,1.5488,5.1,0.03597122302158273,1,139,114.25,0.0,0,0,549.5000000000001,1.2679244086863766,0,0,6.310826956162735,19321
WY,215,510,No,No,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,False,0,37.58,0.5648648648648649,1.3285714285714287,2.06,1.1888888888888889,0.0,1,215,0.0,0.0,0,0,441.8,0.5648648266983225,0,0,6.093118200834482,46225
AZ,94,408,No,No,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,False,0,61.66,2.138823529411765,2.0653061224489795,2.5350515463917525,4.6,0.0425531914893617,1,94,123.64,0.0,0,0,639.3000000000001,2.1388232777854967,0,0,6.461936816524757,8836
NM,119,510,No,Yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,False,0,63.28,1.3508771929824561,2.0291970802919708,2.039285714285714,2.95,0.01680672268907563,2,238,52.36,0.0,0,0,672.1999999999999,1.3508770744844671,0,0,6.512042462316651,14161
MI,86,510,No,Yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,False,0,53.01,1.1782178217821782,1.7164179104477613,4.084482758620689,3.1666666666666665,0.0,2,172,0.0,0.0,0,0,595.4,1.1782177051269598,0,0,6.390911582890583,7396
FL,106,408,No,Yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,False,0,58.199999999999996,1.3166666666666667,2.327956989247312,2.0127906976744185,1.7625,0.03773584905660377,2,212,112.8,0.0,0,0,569.6,1.3166665621693205,0,0,6.3466884387794,11236
KS,92,408,Yes,No,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,True,1,38.78,0.563963963963964,1.4333333333333333,2.7712499999999998,5.2,0.010869565217391304,2,184,10.64,10.4,0,0,475.29999999999995,0.5639639131564043,1,1,6.166047907806814,8464
SC,78,510,No,No,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,False,0,61.64,1.53,3.0301369863013696,1.7720588235294117,12.5,0.01282051282051282,1,78,28.61,0.0,0,0,643.0,1.5299998609091037,0,0,6.467698726104354,6084
NC,155,408,No,No,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,False,0,69.97999999999999,4.7709090909090905,1.7221238938053096,1.723529411764706,1.3833333333333335,0.012903225806451613,1,155,89.22,0.0,0,1,611.8,4.770908223471231,0,0,6.418038618426381,24025
MO,64,510,No,Yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,False,0,35.480000000000004,0.9076923076923078,1.3485148514851484,1.6561797752808989,1.125,0.0,2,128,0.0,0.0,0,0,382.5,0.9076922204142096,0,0,5.949339620807311,4096
WA,83,415,No,No,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,False,0,65.5,2.1495145631067962,2.250485436893204,1.225,1.9600000000000002,0.03614457831325301,1,83,112.92,0.0,0,1,585.5,2.149514354416082,0,0,6.3741726680935304,6889
SD,144,408,No,Yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,True,1,54.160000000000004,1.9770833333333335,1.8417910447761194,2.020754716981132,3.25,0.013888888888888888,2,288,64.54,0.0,0,0,533.9000000000001,1.9770831273871743,0,0,6.282079813537204,20736
MT,143,415,No,No,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,False,0,56.059999999999995,1.7762886597938146,1.6111111111111112,1.5815126050420167,3.25,0.013986013986013986,1,143,58.58,0.0,0,0,547.5,1.7762884766712912,0,0,6.307187279715285,20449
MN,81,415,No,No,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,False,0,63.17,2.1333333333333333,1.9527777777777777,2.722535211267606,1.7333333333333334,0.024691358024691357,1,81,67.46,0.0,0,0,613.0,2.133333103942677,0,0,6.419994928147142,6561
SD,145,408,No,Yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,False,0,55.559999999999995,1.6388888888888888,1.6268518518518518,2.4715686274509805,5.2,0.013793103448275862,2,290,50.16,0.0,0,0,590.9,1.6388887067901436,0,0,6.3833377016966795,21025
